symbol,name,type,leverage,inverse,category,sector,note
PKOH,Park-Ohio Holdings Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLAB,"Photronics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLAY,"Dave & Buster's Entertainment, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLBC,Plumas Bancorp - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLBL,Polibeli Group Ltd - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLBY,"Playboy, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLCE,"Children's Place, Inc. (The) - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLMR,"Palomar Holdings, Inc. - Common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLPC,Preformed Line Products Company - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLRX,"Pliant Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLRZ,Polyrizon Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLSE,"Pulse Biosciences, Inc - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLSM,Pulsenmore Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLTK,Playtika Holding Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLUG,"Plug Power, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLUT,Plutus Financial Group Limited - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLXS,Plexus Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PLYX,"Polaryx Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PMA,Ming Shing Group Holdings Limited - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PMAX,Powell Max Limited - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PMN,ProMIS Neurosciences Inc. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PMTS,CPI Card Group Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PMVP,"PMV Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PN,PN Smart Energy Limited - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PNBK,Patriot National Bancorp Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PNRG,PrimeEnergy Resources Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PNTG,"The Pennant Group, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
POCI,"Precision Optics Corporation, Inc. - Common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PODC,"PodcastOne, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
POET,POET Technologies Inc. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PONO,"Pono Capital Four, Inc. - Class A Ordinary Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
POOL,Pool Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
POWL,"Powell Industries, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
POWW,Outdoor Holding Company - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PPC,Pilgrim's Pride Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PPCB,"Propanc Biopharma, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PPHC,"Public Policy Holding Company, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PPIH,"Perma-Pipe International Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PPLI,People Incorporated - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PPSI,"Pioneer Power Solutions, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PPTA,Perpetua Resources Corp. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRAA,"PRA Group, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRAX,"Praxis Precision Medicines, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRCH,"Porch Group, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRCT,PROCEPT BioRobotics Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRDO,Perdoceo Education Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRE,Prenetics Global Limited - Class A Ordinary Share,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRFX,PRF Technologies Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRHI,"Presurance Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRLD,Prelude Therapeutics Incorporated - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRME,"Prime Medicine, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PROF,Profound Medical Corp. - common stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PROK,ProKidney Corp. - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PROV,"Provident Financial Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRPL,"Purple Innovation, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRPO,"Precipio, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRQR,ProQR Therapeutics N.V. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRTA,Prothena Corporation plc - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRTH,"Priority Technology Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRTS,"CarParts.com, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PRVA,"Privia Health Group, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PSHG,Performance Shipping Inc. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PSIG,PS International Group Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PSIX,"Power Solutions International, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PSKY,Paramount Skydance Corporation - Class B Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PSMT,"PriceSmart, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PSNL,"Personalis, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PSNYW,Polestar Automotive Holding UK Limited - Class C-1 ADS (ADW),stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PTCT,"PTC Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PTEN,"Patterson-UTI Energy, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PTGX,"Protagonist Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PTLE,PTL LTD - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PTLO,Portillo's Inc. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PTN,"Palatin Technologies, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PTON,"Peloton Interactive, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PTRN,Pattern Group Inc. - Series A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PUBM,"PubMatic, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PULM,"Pulmatrix, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PURR,Hyperliquid Strategies Inc - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PUSA,Aureus Greenway Holdings Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PVLA,"Palvella Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PWCM,"PowerCompute, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PWP,Perella Weinberg Partners - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PXLW,"Pixelworks, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PXS,Pyxis Tankers Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PYPD,PolyPid Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PYPL,"PayPal Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PYXS,"Pyxis Oncology, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
PZZA,"Papa John's International, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QBTS,D-Wave Quantum Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QCLS,"Q/C Technologies, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QCRH,"QCR Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QDEL,QuidelOrtho Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QH,Quhuo Limited - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QMLS,"QumulusAI, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QNCX,"Quince Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QNST,"QuinStreet, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QNT,Quantinuum Inc. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QNTM,Quantum Biopharma Ltd. - Class B Subordinate Voting Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QRHC,Quest Resource Holding Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QS,QuantumScape Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QTEX,QTREX Quantum Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QTI,"QT Imaging Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QTRX,Quanterix Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QTTB,Q32 Bio Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QUBT,Quantum Computing Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QUCY,Quantum Cyber N.V. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QUIK,QuickLogic Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QURE,uniQure N.V. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QVCG,"QVC Group, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
QXL,Quantum X Labs Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RACC,Research Alliance Corporation III - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RACD,Research Alliance Corporation IV - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RAIL,"Freightcar America, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RAPP,"Rapport Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RARE,Ultragenyx Pharmaceutical Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RAVE,"Rave Restaurant Group, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RAY,Raytech Holding Limited - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RAYA,Erayak Power Solution Group Inc. - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RBB,RBB Bancorp - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RBBN,Ribbon Communications Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RBCAA,"Republic Bancorp, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RBKB,"Rhinebeck Bancorp, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RBNE,Robin Energy Ltd. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RCAT,"Red Cat Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RCBC,River City Bank - Common stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RCEL,"Avita Medical, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RCKT,"Rocket Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RCKY,"Rocky Brands, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RCMT,"RCM Technologies, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RDAG,Republic Digital Acquisition Company - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RDCM,Radcom Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RDGT,"Ridgetech, Inc. - Ordinary Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RDI,Reading International Inc - Class A Non-voting Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RDIB,Reading International Inc - Class B Voting Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RDNT,"RadNet, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RDNW,"RideNow Group, Inc. - Class B Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RDVT,"Red Violet, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RDZN,"Roadzen, Inc. - Ordinary Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
REAL,"The RealReal, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
REAX,"The Real Brokerage, Inc. - Common Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
REBN,"Reborn Coffee, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RECT,Rectitude Holdings Ltd - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
REFI,"Chicago Atlantic Real Estate Finance, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RELL,"Richardson Electronics, Ltd. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RELY,"Remitly Global, Inc. - Common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RENT,"Rent the Runway, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RENX,RenX Enterprises Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
REPL,"Replimune Group, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RETO,"ReTo Eco-Solutions, Inc. - Class A Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
REVB,"Revelation Biosciences, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
REYN,Reynolds Consumer Products Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RFIL,"RF Industries, Ltd. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RGC,Regencell Bioscience Holdings Limited - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RGCO,RGC Resources Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RGEN,Repligen Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RGLD,"Royal Gold, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RGNX,REGENXBIO Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RGP,"Resources Connection, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RGS,Regis Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RGTI,"Rigetti Computing, Inc. - Common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RICK,"RCI Hospitality Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RIGL,"Rigel Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RILY,"BRC Group Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RIOT,"Riot Platforms, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RJET,Republic Airways Holdings Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RKLB,Rocket Lab Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RKTO,Rocket One Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RLAY,"Relay Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RLMD,"Relmada Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RLYB,Rallybio Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RMBI,"Richmond Mutual Bancorporation, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RMCF,"Rocky Mountain Chocolate Factory, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RMCO,Royalty Management Holding Corporation - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RMIX,"Suncrete, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RMNI,"Rimini Street, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RMR,The RMR Group Inc. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RMTI,"Rockwell Medical, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RNA,"Atrium Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RNAC,"Cartesian Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RNAZ,"TransCode Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RNTX,"Rein Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RNW,ReNew Energy Global plc - Class A Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ROAD,"Construction Partners, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ROC,Rank One Computing Corporation - Common stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ROCK,"Gibraltar Industries, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ROIV,Roivant Sciences Ltd. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ROKU,"Roku, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ROMA,Roma Green Finance Limited - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ROOT,"Root, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ROST,"Ross Stores, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RPAY,Repay Holdings Corporation - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RPD,"Rapid7, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RPGL,Republic Power Group Limited - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RPID,"Rapid Micro Biosystems, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RPRX,Royalty Pharma plc - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RR,Richtech Robotics Inc. - Class B Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RRBI,"Red River Bancshares, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RRGB,"Red Robin Gourmet Burgers, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RRR,"Red Rock Resorts, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RSSS,"Research Solutions, Inc - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RSVR,"Reservoir Media, Inc.. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RTB,"RTB Digital, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RUBI,Rubico Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RUM,RUM Group Inc. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RUN,Sunrun Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RUSHA,"Rush Enterprises, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RUSHB,"Rush Enterprises, Inc. - Class B Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RVMD,"Revolution Medicines, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RVSB,Riverview Bancorp Inc - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RVSN,Rail Vision Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RWAY,Runway Growth Finance Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RXST,"RxSight, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RXT,"Rackspace Technology, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RYET,Ruanyun Edai Technology Inc. - Ordinary shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RYM,"RYTHM, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RYOJ,"rYojbaba Co., Ltd. - Common Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RYTM,"Rhythm Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RZLT,"Rezolute, Inc. - Common Stock (NV)",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
RZLV,Rezolve AI PLC - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SABR,Sabre Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SABS,"SAB Biotherapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SAFT,"Safety Insurance Group, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SAGT,SAGTEC GLOBAL LIMITED - Class A Ordinary shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SAIA,"Saia, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SAIC,Science Applications International Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SAIH,SAIHEAT Limited - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SAIL,"SailPoint, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SAMG,Silvercrest Asset Management Group Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SANA,"Sana Biotechnology, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SANG,Sangoma Technologies Corporation - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SATL,Satellogic Inc. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SBCF,Seacoast Banking Corporation of Florida - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SBET,"Sharplink, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SBFG,"SB Financial Group, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SBFM,Sunshine Biopharma Inc. - Common stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
SBGI,"Sinclair, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
